<Ticker>,<Date>,<Time>,<Open>,<High>,<Low>,<Close>,<Volume> 
^NSEI,20070109,11:12,3955.30,3956.00,3955.30,3955.50,0
^NSEI,20070109,11:13,3955.45,3955.45,3953.05,3953.05,0
^NSEI,20070109,11:14,3953.40,3953.40,3952.60,3952.75,0
^NSEI,20070109,11:15,3952.50,3953.05,3951.20,3951.20,0
^NSEI,20070109,11:16,3949.10,3950.75,3949.10,3949.55,0
^NSEI,20070109,11:17,3949.15,3949.35,3949.05,3949.10,0
^NSEI,20070109,11:18,3949.60,3949.60,3947.65,3948.00,0
^NSEI,20070109,11:19,3947.40,3947.40,3946.55,3946.75,0
^NSEI,20070109,11:20,3947.15,3950.25,3947.15,3950.00,0
^NSEI,20070109,11:21,3950.55,3950.55,3949.35,3949.35,0
^NSEI,20070109,11:22,3949.10,3949.35,3948.20,3948.60,0
^NSEI,20070109,11:23,3949.25,3949.25,3949.00,3949.20,0
^NSEI,20070109,11:24,3949.45,3949.45,3947.90,3947.90,0
^NSEI,20070109,11:25,3948.30,3948.75,3947.75,3948.50,0
^NSEI,20070109,11:26,3947.80,3949.10,3947.80,3949.10,0
^NSEI,20070109,11:27,3949.45,3949.50,3949.20,3949.45,0
^NSEI,20070109,11:28,3948.95,3949.40,3948.90,3949.40,0
^NSEI,20070109,11:29,3949.70,3949.90,3949.40,3949.40,0
^NSEI,20070109,11:30,3946.90,3949.95,3946.90,3947.05,0
^NSEI,20070109,11:31,3946.55,3946.80,3946.20,3946.20,0
^NSEI,20070109,11:32,3944.95,3945.80,3944.95,3945.30,0
^NSEI,20070109,11:33,3944.70,3944.70,3943.25,3943.25,0
^NSEI,20070109,11:34,3942.80,3943.20,3942.35,3942.80,0
^NSEI,20070109,11:35,3942.40,3942.40,3941.75,3941.75,0
^NSEI,20070109,11:36,3938.40,3940.35,3938.15,3938.15,0
^NSEI,20070109,11:37,3938.60,3940.50,3938.60,3940.50,0
^NSEI,20070109,11:38,3940.30,3942.00,3940.30,3942.00,0
^NSEI,20070109,11:39,3943.80,3943.80,3942.40,3943.80,0
^NSEI,20070109,11:40,3943.25,3944.20,3943.25,3944.20,0
^NSEI,20070109,11:41,3941.70,3944.30,3941.70,3944.30,0
^NSEI,20070109,11:42,3942.15,3942.85,3942.15,3942.75,0
^NSEI,20070109,11:43,3942.90,3943.05,3942.60,3943.05,0
^NSEI,20070109,11:44,3943.15,3943.30,3942.75,3943.15,0
^NSEI,20070109,11:45,3942.20,3943.20,3942.20,3942.95,0
^NSEI,20070109,11:46,3941.50,3942.30,3941.50,3941.80,0
^NSEI,20070109,11:47,3943.50,3943.50,3942.20,3943.05,0
^NSEI,20070109,11:48,3944.00,3945.50,3944.00,3945.45,0
^NSEI,20070109,11:49,3945.40,3945.95,3945.40,3945.95,0
^NSEI,20070109,11:50,3946.85,3946.95,3945.90,3946.95,0
^NSEI,20070109,11:51,3947.10,3947.55,3947.00,3947.55,0
^NSEI,20070109,11:52,3948.85,3949.15,3948.50,3949.15,0
^NSEI,20070109,11:53,3947.95,3949.00,3947.95,3948.65,0
^NSEI,20070109,11:54,3947.95,3948.30,3947.95,3948.30,0
^NSEI,20070109,11:55,3949.00,3949.00,3948.30,3948.70,0
^NSEI,20070109,11:56,3948.75,3949.05,3948.65,3949.05,0
^NSEI,20070109,11:57,3949.35,3949.35,3948.00,3948.75,0
^NSEI,20070109,11:58,3949.20,3949.80,3949.20,3949.80,0
^NSEI,20070109,11:59,3949.80,3950.05,3949.35,3949.65,0
^NSEI,20070109,12:00,3949.60,3949.65,3949.35,3949.65,0
^NSEI,20070109,12:01,3947.95,3949.45,3946.90,3947.80,0
^NSEI,20070109,12:02,3946.30,3947.30,3946.30,3946.55,0
^NSEI,20070109,12:03,3946.35,3946.75,3945.85,3946.30,0
^NSEI,20070109,12:04,3947.65,3947.65,3946.15,3947.65,0
^NSEI,20070109,12:05,3947.85,3948.15,3947.65,3948.10,0
^NSEI,20070109,12:06,3948.65,3948.80,3947.25,3948.80,0
^NSEI,20070109,12:07,3948.55,3948.95,3948.30,3948.60,0
^NSEI,20070109,12:08,3948.50,3948.75,3947.50,3948.25,0
^NSEI,20070109,12:09,3949.10,3949.10,3948.50,3948.75,0
^NSEI,20070109,12:10,3949.60,3949.85,3949.45,3949.85,0
^NSEI,20070109,12:11,3950.00,3950.15,3949.85,3950.05,0
^NSEI,20070109,12:12,3950.40,3951.10,3950.40,3950.85,0
^NSEI,20070109,12:13,3950.90,3951.20,3950.90,3950.90,0
^NSEI,20070109,12:14,3951.50,3951.50,3950.50,3951.35,0
^NSEI,20070109,12:15,3951.25,3951.25,3950.55,3951.25,0
^NSEI,20070109,12:16,3951.75,3951.75,3951.35,3951.75,0
^NSEI,20070109,12:17,3951.95,3952.00,3951.60,3951.65,0
^NSEI,20070109,12:18,3951.95,3952.25,3951.80,3952.25,0
^NSEI,20070109,12:19,3952.45,3952.65,3952.30,3952.60,0
^NSEI,20070109,12:20,3952.30,3952.35,3952.05,3952.15,0
^NSEI,20070109,12:21,3952.20,3952.50,3952.20,3952.50,0
^NSEI,20070109,12:22,3952.50,3952.50,3952.50,3952.50,0
^NSEI,20070109,12:23,3952.15,3952.15,3951.50,3951.60,0
^NSEI,20070109,12:24,3951.95,3952.05,3951.50,3952.05,0
^NSEI,20070109,12:25,3951.95,3951.95,3951.75,3951.75,0
^NSEI,20070109,12:26,3951.85,3951.85,3950.80,3950.80,0
^NSEI,20070109,12:27,3950.25,3951.00,3949.90,3950.20,0
^NSEI,20070109,12:28,3951.15,3951.15,3950.35,3950.75,0
^NSEI,20070109,12:29,3951.20,3951.20,3950.75,3951.00,0
^NSEI,20070109,12:30,3951.15,3951.20,3950.90,3951.00,0
^NSEI,20070109,12:31,3951.00,3951.30,3950.50,3951.15,0
^NSEI,20070109,12:32,3952.50,3952.75,3952.10,3952.75,0
^NSEI,20070109,12:33,3953.70,3953.70,3952.45,3953.20,0
^NSEI,20070109,12:34,3953.70,3953.80,3953.30,3953.60,0
^NSEI,20070109,12:35,3953.60,3953.70,3953.15,3953.15,0
^NSEI,20070109,12:36,3953.20,3953.20,3951.80,3951.80,0
^NSEI,20070109,12:37,3951.60,3952.35,3951.05,3952.35,0
^NSEI,20070109,12:38,3948.55,3948.80,3947.95,3948.80,0
^NSEI,20070109,12:39,3948.30,3948.30,3946.35,3946.70,0
^NSEI,20070109,12:40,3946.50,3946.50,3946.50,3946.50,0
^NSEI,20070109,12:43,3939.00,3939.60,3939.00,3939.45,0
^NSEI,20070109,12:44,3940.10,3940.55,3940.10,3940.50,0
^NSEI,20070109,12:45,3941.55,3941.55,3940.50,3941.45,0
^NSEI,20070109,12:46,3942.30,3942.40,3941.50,3942.40,0
^NSEI,20070109,12:47,3942.30,3942.55,3942.00,3942.25,0
^NSEI,20070109,12:48,3942.45,3942.85,3942.30,3942.30,0
^NSEI,20070109,12:49,3942.15,3942.40,3942.15,3942.15,0
^NSEI,20070109,12:50,3941.70,3942.20,3941.70,3941.95,0
^NSEI,20070109,12:51,3941.75,3941.95,3940.70,3940.95,0
^NSEI,20070109,12:52,3934.80,3936.80,3934.55,3934.55,0
^NSEI,20070109,12:53,3934.50,3934.65,3933.20,3933.20,0
^NSEI,20070109,12:54,3933.05,3934.55,3932.30,3934.55,0
^NSEI,20070109,12:55,3932.40,3933.50,3932.40,3932.45,0
^NSEI,20070109,12:56,3931.25,3932.90,3931.10,3931.10,0
^NSEI,20070109,12:57,3933.55,3934.60,3930.70,3933.15,0
^NSEI,20070109,12:58,3935.45,3936.10,3934.30,3935.10,0
^NSEI,20070109,12:59,3935.05,3935.95,3935.00,3935.55,0
^NSEI,20070109,13:00,3937.00,3937.00,3935.80,3936.05,0
^NSEI,20070109,13:01,3935.95,3937.00,3935.85,3935.85,0
^NSEI,20070109,13:02,3935.45,3937.00,3935.45,3937.00,0
^NSEI,20070109,13:03,3936.15,3937.20,3935.85,3936.25,0
^NSEI,20070109,13:04,3933.35,3936.25,3933.35,3933.50,0
^NSEI,20070109,13:05,3933.25,3933.25,3932.30,3932.65,0
^NSEI,20070109,13:06,3935.20,3935.20,3932.90,3935.20,0
^NSEI,20070109,13:07,3935.30,3935.30,3934.15,3934.15,0
^NSEI,20070109,13:08,3934.15,3935.20,3933.15,3933.75,0
^NSEI,20070109,13:09,3932.95,3933.90,3932.95,3933.50,0
^NSEI,20070109,13:10,3934.00,3934.10,3933.65,3934.00,0
^NSEI,20070109,13:11,3934.20,3934.20,3933.65,3933.65,0
^NSEI,20070109,13:12,3933.95,3934.55,3933.95,3934.55,0
^NSEI,20070109,13:13,3934.30,3935.85,3934.30,3935.85,0
^NSEI,20070109,13:14,3935.80,3935.80,3935.25,3935.25,0
^NSEI,20070109,13:15,3934.65,3934.65,3933.35,3933.35,0
^NSEI,20070109,13:16,3932.65,3932.95,3932.50,3932.50,0
^NSEI,20070109,13:17,3929.70,3932.95,3929.70,3931.25,0
^NSEI,20070109,13:18,3921.55,3928.85,3921.55,3925.00,0
^NSEI,20070109,13:19,3919.75,3922.70,3919.75,3920.60,0
^NSEI,20070109,13:20,3923.85,3923.85,3921.35,3922.35,0
^NSEI,20070109,13:21,3923.05,3923.55,3922.55,3922.55,0
^NSEI,20070109,13:22,3921.60,3922.30,3921.60,3921.70,0
^NSEI,20070109,13:23,3922.25,3924.35,3922.25,3924.35,0
^NSEI,20070109,13:24,3925.30,3926.20,3924.95,3926.20,0
^NSEI,20070109,13:25,3926.30,3926.30,3923.50,3923.95,0
^NSEI,20070109,13:26,3922.60,3922.60,3922.05,3922.15,0
^NSEI,20070109,13:27,3920.85,3922.00,3920.85,3921.10,0
^NSEI,20070109,13:28,3920.45,3920.45,3916.20,3916.20,0
^NSEI,20070109,13:29,3911.35,3914.40,3911.35,3912.40,0
^NSEI,20070109,13:30,3909.95,3911.35,3909.95,3910.60,0
^NSEI,20070109,13:31,3904.85,3909.65,3904.85,3906.10,0
^NSEI,20070109,13:32,3904.45,3904.80,3903.65,3903.65,0
^NSEI,20070109,13:33,3903.25,3907.90,3903.25,3907.90,0
^NSEI,20070109,13:34,3908.15,3908.30,3907.55,3908.00,0
^NSEI,20070109,13:35,3912.75,3912.75,3909.05,3911.70,0
^NSEI,20070109,13:36,3912.05,3912.35,3911.60,3911.60,0
^NSEI,20070109,13:37,3912.40,3912.40,3910.95,3912.10,0
^NSEI,20070109,13:38,3912.75,3913.00,3912.65,3913.00,0
^NSEI,20070109,13:39,3913.00,3913.00,3908.80,3909.80,0
^NSEI,20070109,13:40,3908.65,3908.65,3908.65,3908.65,0
^NSEI,20070109,13:41,3908.85,3909.05,3908.80,3908.80,0
^NSEI,20070109,13:42,3907.15,3908.65,3907.15,3907.25,0
^NSEI,20070109,13:43,3907.60,3907.60,3907.60,3907.60,0
^NSEI,20070109,13:45,3909.70,3909.70,3909.70,3909.70,0
^NSEI,20070109,13:46,3909.70,3910.30,3909.70,3910.10,0
^NSEI,20070109,13:47,3913.15,3914.00,3909.75,3914.00,0
^NSEI,20070109,13:48,3915.00,3915.00,3913.60,3914.65,0
^NSEI,20070109,13:49,3915.70,3915.70,3915.05,3915.10,0
^NSEI,20070109,13:50,3915.30,3915.65,3914.75,3915.10,0
^NSEI,20070109,13:51,3916.75,3918.00,3916.75,3918.00,0
^NSEI,20070109,13:52,3917.00,3919.00,3917.00,3917.85,0
^NSEI,20070109,13:53,3916.40,3917.45,3916.40,3916.85,0
^NSEI,20070109,13:54,3916.55,3916.55,3915.55,3915.55,0
^NSEI,20070109,13:55,3915.95,3916.55,3915.40,3915.95,0
^NSEI,20070109,13:56,3914.55,3915.70,3914.55,3914.80,0
^NSEI,20070109,13:57,3912.90,3914.75,3912.90,3913.90,0
^NSEI,20070109,13:58,3910.50,3913.40,3910.50,3911.05,0
^NSEI,20070109,13:59,3909.35,3909.40,3908.30,3908.30,0
^NSEI,20070109,14:00,3908.40,3908.40,3907.35,3908.35,0
^NSEI,20070109,14:01,3908.90,3909.55,3908.65,3909.00,0
^NSEI,20070109,14:02,3905.60,3908.25,3905.60,3906.60,0
^NSEI,20070109,14:03,3904.00,3905.90,3904.00,3904.65,0
^NSEI,20070109,14:04,3903.10,3903.10,3900.70,3901.70,0
^NSEI,20070109,14:05,3900.25,3900.25,3896.20,3896.20,0
^NSEI,20070109,14:06,3897.85,3898.15,3896.30,3897.85,0
^NSEI,20070109,14:07,3900.10,3900.10,3897.50,3900.10,0
^NSEI,20070109,14:08,3900.50,3900.70,3899.70,3900.70,0
^NSEI,20070109,14:09,3901.15,3901.60,3900.30,3901.60,0
^NSEI,20070109,14:10,3901.15,3902.70,3901.15,3902.70,0
^NSEI,20070109,14:11,3903.35,3903.70,3902.25,3903.70,0
^NSEI,20070109,14:12,3903.30,3903.80,3903.25,3903.50,0
^NSEI,20070109,14:13,3907.25,3907.55,3905.30,3907.55,0
^NSEI,20070109,14:14,3904.60,3906.60,3904.60,3904.60,0
^NSEI,20070109,14:15,3904.85,3905.30,3904.45,3904.45,0
^NSEI,20070109,14:16,3904.40,3905.60,3904.40,3905.60,0
^NSEI,20070109,14:17,3905.45,3907.60,3905.45,3907.60,0
^NSEI,20070109,14:18,3908.65,3908.80,3908.35,3908.65,0
^NSEI,20070109,14:19,3910.60,3910.60,3909.05,3910.60,0
^NSEI,20070109,14:20,3911.45,3912.00,3911.20,3911.80,0
^NSEI,20070109,14:21,3911.65,3911.65,3910.70,3911.05,0
^NSEI,20070109,14:22,3911.75,3912.25,3911.10,3911.10,0
^NSEI,20070109,14:23,3911.85,3912.45,3908.45,3908.45,0
^NSEI,20070109,14:24,3909.80,3909.80,3906.35,3907.40,0
^NSEI,20070109,14:25,3910.65,3910.65,3906.85,3910.10,0
^NSEI,20070109,14:26,3911.05,3911.65,3910.10,3911.55,0
^NSEI,20070109,14:27,3912.10,3912.10,3911.15,3911.20,0
^NSEI,20070109,14:28,3914.10,3914.10,3912.85,3914.00,0
^NSEI,20070109,14:29,3914.35,3915.50,3914.35,3915.50,0
^NSEI,20070109,14:30,3916.45,3917.50,3916.45,3917.05,0
^NSEI,20070109,14:31,3917.75,3917.75,3915.15,3915.15,0
^NSEI,20070109,14:32,3915.05,3915.60,3914.00,3914.00,0
^NSEI,20070109,14:33,3914.10,3914.15,3910.95,3910.95,0
^NSEI,20070109,14:34,3908.20,3908.45,3908.20,3908.20,0
^NSEI,20070109,14:35,3907.60,3907.60,3906.30,3906.30,0
^NSEI,20070109,14:36,3905.25,3905.85,3904.85,3904.85,0
^NSEI,20070109,14:37,3902.20,3903.90,3902.20,3902.90,0
^NSEI,20070109,14:38,3898.00,3901.00,3897.95,3897.95,0
^NSEI,20070109,14:39,3898.30,3898.30,3896.05,3898.30,0
^NSEI,20070109,14:40,3898.95,3900.10,3896.50,3896.50,0
^NSEI,20070109,14:41,3896.75,3896.95,3896.35,3896.95,0
^NSEI,20070109,14:42,3896.50,3896.50,3894.40,3894.40,0
^NSEI,20070109,14:43,3893.45,3893.45,3892.40,3892.70,0
^NSEI,20070109,14:44,3896.15,3896.15,3890.80,3896.15,0
^NSEI,20070109,14:45,3896.60,3897.55,3896.30,3897.50,0
^NSEI,20070109,14:46,3902.70,3902.70,3899.30,3902.15,0
^NSEI,20070109,14:47,3902.50,3902.50,3901.85,3902.50,0
^NSEI,20070109,14:48,3901.80,3902.75,3901.80,3902.75,0
^NSEI,20070109,14:49,3903.20,3905.20,3903.15,3905.20,0
^NSEI,20070109,14:50,3904.70,3905.10,3904.70,3904.95,0
^NSEI,20070109,14:51,3903.85,3903.85,3903.00,3903.40,0
^NSEI,20070109,14:52,3903.25,3904.20,3903.00,3904.15,0
^NSEI,20070109,14:53,3904.40,3904.40,3902.80,3903.70,0
^NSEI,20070109,14:54,3906.50,3907.20,3904.25,3907.20,0
^NSEI,20070109,14:55,3907.90,3907.90,3906.25,3906.75,0
^NSEI,20070109,14:56,3906.75,3908.65,3906.75,3908.65,0
^NSEI,20070109,14:57,3907.60,3908.85,3907.60,3907.60,0
^NSEI,20070109,14:58,3904.35,3906.85,3904.35,3905.40,0
^NSEI,20070109,14:59,3902.65,3904.45,3902.65,3903.10,0
^NSEI,20070109,15:00,3903.00,3904.10,3901.05,3902.15,0
^NSEI,20070109,15:01,3900.65,3902.70,3900.65,3900.65,0
^NSEI,20070109,15:02,3901.30,3902.60,3901.15,3902.30,0
^NSEI,20070109,15:03,3905.95,3905.95,3903.25,3905.40,0
^NSEI,20070109,15:04,3904.75,3907.25,3904.75,3907.25,0
^NSEI,20070109,15:05,3906.80,3906.85,3906.15,3906.85,0
^NSEI,20070109,15:06,3907.05,3907.05,3905.75,3907.05,0
^NSEI,20070109,15:07,3906.60,3906.60,3906.30,3906.60,0
^NSEI,20070109,15:09,3905.85,3905.85,3903.60,3904.10,0
^NSEI,20070109,15:10,3904.15,3904.15,3901.60,3901.60,0
^NSEI,20070109,15:11,3903.25,3903.25,3901.25,3902.30,0
^NSEI,20070109,15:12,3904.95,3905.85,3903.50,3904.95,0
^NSEI,20070109,15:13,3905.80,3909.75,3905.80,3908.55,0
^NSEI,20070109,15:14,3909.40,3909.75,3909.05,3909.30,0
^NSEI,20070109,15:15,3910.55,3910.55,3908.65,3910.55,0
^NSEI,20070109,15:16,3912.05,3912.35,3910.85,3912.30,0
^NSEI,20070109,15:17,3912.65,3913.05,3911.95,3913.05,0
^NSEI,20070109,15:18,3916.15,3916.15,3914.15,3915.65,0
^NSEI,20070109,15:19,3915.30,3915.35,3914.75,3915.35,0
^NSEI,20070109,15:20,3915.40,3916.40,3914.45,3916.40,0
^NSEI,20070109,15:21,3915.30,3915.45,3914.85,3915.00,0
^NSEI,20070109,15:22,3916.35,3916.35,3916.15,3916.15,0
^NSEI,20070109,15:23,3917.65,3917.65,3917.65,3917.65,0
^NSEI,20070109,15:24,3918.80,3919.20,3918.35,3918.35,0
^NSEI,20070109,15:25,3919.45,3920.20,3919.35,3920.05,0
^NSEI,20070109,15:26,3919.20,3919.35,3918.75,3919.20,0
^NSEI,20070109,15:27,3917.95,3918.85,3917.75,3918.15,0
^NSEI,20070109,15:28,3918.00,3918.35,3917.60,3918.15,0
^NSEI,20070109,15:29,3916.70,3920.00,3916.70,3919.05,0
